hotel_name,processed_review,date_stayed,trip_type,processed_rating
The LINE Austin,sadly never again we went to the line for a friends weekend and while the place was clean and most people were friendly we will never be staying there again we had decided on the line over hotels because my friend loves the restaurant apparently when the bat fest is going on it takes over the bridge under the hotel and half the hotel is unusable not that the hotel cares they booked the rooms knowing that the windows and bed will shake and be loud with bass until after midnight which would have been fine i guess if they d have mentioned it then the person at the desk lied to me when i asked if there were other rooms in the other tower he didn t even bother to look at the computer he just sneered and rolled his eyes then an hour later tired and annoyed with the noise i called to,August 2023,with friends,10
The LINE Austin,mixed feelings this is actually a hard review for me to write because i was treated very nicely by the staff but my friend who traveled with me were not when i checked in they upgraded me thank you the room was clean and pretty although the bed is very low to the ground beware if you have back issues the room had a lovely view and it was quiet my friend was put on the other side of the hotel it was next to congress street where they were having a bat festival that meant that the road was closed off and they were having a loud party there the dj played until midnight and might as well have been in the room with her the room actually vibrated when we asked if she could change rooms without looking the man at the desk told us there weren t any rooms on my side of the,August 2023,with friends,30
The LINE Austin,look elsewhere i ll start with the positives the staff here is very nice and the taco shop attached to the hotel is delicious however that s all i have for the pros the grounds mainly the pool area is absolutely filthy not pictured multiple straws and bandaids floating at the bottom of the pool everything is covered in bird poop and the wooden planks around the pool area are dangerously hot to walk on in the texas heat poor design i used the public bathroom in the lobby and found a dirty towel sitting in one of the stalls multiple other guests complained about the noise from the elevator keeping them up all night the ac in my room read 60 but somehow i woke up covered in sweat my first 3 nights not to mention the ac in the lobby was not working well at all this 4 star,August 2023,with friends,20
The LINE Austin,best hotel experience i ve ever had i had the best experience at the line everything was immaculate the service was outstanding they were flexible and helped me with random requests that arose for business needs preston was incredibly helpful in terms of new locations making me feel welcome and making my stay rememberable if you have a choice in where you stay pick the line i ve stayed at a lot of boutique hotels marriots hyatts for work and was thoroughly impressed,August 2023,on business,50
The LINE Austin,meh policies but good location good hotel but lots of extra fees they bill after the fact for example they add on 33 a day additional fees not included when you book and pay room taxes online for fees paid for amenities such as pool gym and room cleaning added up to an unexpected 100 bill at checkout even through we fully paid online before hand including room fees taxes also we booked a double bed online thru expedia but they would only give us single bed and double beds were an extra 50 ish a night,August 2023,with family,30
The LINE Austin,10 out of rodney provided world class service and was always accommodating honestly my stay has been better than i thought because of rodney best stay at a hotel ive had also my ac was not working and he was so accommodating i stayed in room 332 thank you rodney,August 2023,solo,50
The LINE Austin,not my vibe this is a beautiful hotel with a great pool area and location i have to say that as a middle age woman i did not enjoy the beds which are basically on the floor very difficulty to get up and down from also the toilet is low to the floor and the shower has no door plan to door dash lunches unless you want to eat mexican food at veracruz every day otherwise it was good i will not return to that hotel but younger adults may really enjoy,July 2023,with family,30
The LINE Austin,the line austin is terrific the line is such a terrific place to stay in austin we loved staying there and the team is so friendly it s soooo comfy hats off to the lovely bella for surprising and delighting us she s an angel looking after us cheers of gratitude,August 2023,with family,50
The LINE Austin,not nearly a top place to go anymore horrible cunstomer service rude and not accommodating to guest needs at all front desk staff hangs up on you when trying to solve issue regarding their horrible policies make sure you clarify what kind of reservation you make or else they will not refund no matter the case,July 2023,with family,10
The LINE Austin,great service very happy woww this hotel has great customer service erick and jelmer helped me and were very kind erick helped me with a third party that i had a bad experience with i decided to get it through the hotel vs the third party and man he was kind enough to get a room for a great valuable price thank you jelmer was kind enough to give great suggestions for places to go i got to enjoy my friends bday and actually wanted to stay another night they will take care of you they are great with people,July 2023,with friends,50
The Driskill,i didn t have a good experience ac vents were very dirty sometimes dropping dust in the room curtains were not completely closing and they were not easy to open and close the bathroom was not as presented in the pictures of my reservation vallet service is very bad some employee connected his phone to my car every time i handle my car the mpg had a huge decrease my filling is some employee was listing music and using the ac in my car,August 2023,with family,20
The Driskill,stayed in the haunted room 525 awesome i was vacationing in austin texas and decided to try the driskill hotel based on price location and it s historical lore the check in process was smooth staff were attentive and polite and gave me a free beer when i originally booked my room i decided i wanted to stay in the historical wing of the hotel based on the room photos and the beautiful mosaics in the bathrooms now i did not request the haunted room in fact quite the opposite and to my surprise i got room 525 at first i was a bit shocked and even had trouble falling asleep but in the end this helped me fall into a deep sleep from the exhausting of keeping my eyes open for as long as possible haha everything was fine and the breakfast at the cafe downstairs was delicious i highly recommend the driskill,May 2023,on business,50
The Driskill,amazing hotel and staff wow hotel is stunning the bed was extremely comfortable the sheets are amazing pillows were perfect all the staff were professional and kind however special shoutout to the valet staff stephen jay and chriss thank you for always smiling opening the doors carrying my packages and luggage your professionalism was outstanding well done driskill your are one of our favorite places to stay,August 2023,on business,50
The Driskill,a texas icon the driskill is a fascinating museum of texas history but it s main mission is as a top notch hotel the oldest in the south restaurant and a bar where it feels that you could just as easily meet a cowboy from 1886 the year that it was built state senators or lady bird johnson it doesn t have to try to have character it defines it while still maintaining modern and immaculate amenities the staff was excellent as was the catering which we used for a variety of events ranging from cocktail parties to private dinners,August 2023,on business,50
The Driskill,beautiful property the staff was super nice and very knowledgeable the hotel was spotless there was a convention going on and the staff tending to them were super nice any time we walked by and they were refilling the coffee station in the foyer,August 2023,on business,50
The Driskill,very nice hotel hotel was very nice and comfortable quite i could not hear any traffic noise room was small but no issues very clean food was good in the restaurant valet was very polite and helpful very historic hotel located in downtown are of austin,August 2023,on business,40
Hotel Van Zandt,hip hotel in austin in austin for business hotel well situated but a lot of construction nearby hotel definitely has hipster vibe rooms were comfortable clean bar and outside pool area did not use pool were nice this hotel is a good choice but a lot of similar hotels in vicinity,August 2023,on business,40
Hotel Van Zandt,hotel van zandt pool pass the hotel van zandt pool pass is a great daycation by the pool the beautiful surroundings of the hotel geraldine s and the skyline views from the pool make it a fun day the poolside drinks and food are tasty and casual the service is impeccable from the moment you walk in the door till the time you leave,May 2023,with friends,50
Hotel Van Zandt,amazing location rooms and property this property was amazing and while a little higher priced it is for reason immaculate grounds friendly and knowledgeable staff amazing amenities and location not even a block to rainey street which is absolutely a unique area you have to visit we can t wait to go back,June 2023,with friends,50
Hotel Van Zandt,hotel van tastic had a wonderful time staying at the hotel van zandt we had two very spacious rooms which included a mini fridge and a safe one room had a nice view of the pool which was great to cool off in on a hot june day all the staff at the hotel were exceptional and always went above and beyond everyday there was a different flavoured water available which was needed during the heat it is close to rainey street but far enough away free bike rentals to tour around if you are unsure of what to do or where to go ask their fantastic concierge haley,June 2023,as a couple,50
